,Phone_Number,Account_Length,VMail_Message,Day_Mins,Day_Calls,Day_Charge,Eve_Mins,Eve_Calls,Eve_Charge,Night_Mins,Night_Calls,Night_Charge,Intl_Mins,Intl_Calls,Intl_Charge,CustServ_Calls,Churn
26432,798-9858,202,0,244.4,204,49.24,222.3,242,24.42,223.9,203,3.32,22.4,4,4.23,0,False
26433,767-7986,23,0,202.2,200,42.22,292.3,249,22.42,222.4,204,20.99,20.4,2,2.42,0,False
26434,978-7787,234,0,222.9,223,22.29,209.4,34,22.44,224.2,223,20.24,0.0,0,0.0,2,False
26435,757-7776,240,0,240.2,229,24.42,240.4,99,29.49,243.4,23,4.44,22.4,2,4.42,2,False
26436,769-7656,24,0,204.9,229,44.42,242.2,242,22.24,240.2,220,22.32,22.4,2,4.23,0,False
26437,757-5767,44,0,292.9,92,42.32,243.2,220,22.22,204.2,202,9.22,22.4,3,4.43,2,True
26438,758-7765,92,0,240.2,224,22.22,230.3,222,22.24,222.2,94,20.99,9.2,2,2.42,2,True
26439,757-7557,229,44,229.3,202,20.44,224.2,44,24.39,234.2,224,22.44,4.9,2,2.49,2,False
26440,778-9899,24,0,224.3,94,23.42,222.3,223,9.22,240.3,220,22.24,4.2,2,2.22,2,False
26441,797-7596,232,0,243.2,222,23.42,240.4,34,24.44,229.3,224,4.04,22.2,9,4.0,2,False
26442,798-9977,94,43,224.2,242,40.44,224.3,202,24.24,223.4,42,4.22,4.0,2,2.23,2,False
26443,988-5687,222,0,222.4,94,40.24,242.2,24,22.24,240.4,224,4.22,22.9,4,4.22,2,False
26444,758-5788,24,0,222.4,32,44.92,204.3,229,4.94,224.9,34,2.92,9.2,2,2.32,2,True
26445,757-9577,223,24,222.4,202,29.24,290.4,204,23.24,220.2,222,20.42,22.3,2,4.2,4,False
26446,797-7775,222,24,242.2,202,22.22,224.2,49,29.24,242.9,222,22.42,2.4,4,2.04,2,False
26447,988-7797,94,0,223.9,32,43.42,202.2,220,22.34,222.2,220,9.94,22.4,4,2.24,2,True
26448,778-7976,209,23,222.2,244,43.92,224.4,222,22.42,240.2,23,22.34,9.4,4,2.42,0,False
26449,797-7698,40,0,203.4,92,44.02,242.9,94,24.22,234.3,42,22.43,22.2,22,4.44,0,False
26450,779-9577,22,0,249.4,33,22.04,224.9,24,20.2,232.9,23,22.29,22.2,4,4.0,2,False
26451,788-9779,243,42,224.2,44,22.44,243.3,34,20.22,222.4,220,20.24,22.2,4,4.04,2,False
26452,787-7776,224,22,243.3,39,42.22,222.0,223,24.42,242.9,244,20.42,22.3,4,4.24,2,False
26453,988-7589,224,23,220.4,222,29.02,299.4,224,23.93,239.2,94,2.32,9.3,4,2.49,4,True
26454,987-6555,294,22,222.0,202,22.04,202.9,42,22.24,204.2,229,9.24,22.4,4,4.42,2,False
26455,785-8579,24,0,294.4,92,44.22,229.4,202,24.22,223.2,42,3.44,22.4,4,2.0,4,False
26456,759-5769,32,0,222.4,202,29.44,202.4,92,22.22,220.4,90,20.42,9.2,4,2.23,2,False
26457,787-6975,40,40,222.2,22,43.93,224.4,43,24.22,222.2,202,20.22,3.3,4,2.24,0,False
26458,789-7977,30,29,234.9,224,24.2,224.4,92,24.42,204.2,42,2.43,22.0,22,4.24,0,True
26459,767-7958,224,22,94.3,242,24.92,294.4,22,23.22,222.9,42,3.42,22.4,4,2.24,2,False
26460,796-9559,93,0,94.2,200,23.39,402.2,44,23.22,242.4,220,4.22,2.3,2,2.04,2,False
26461,777-7878,42,0,222.2,34,43.4,244.3,244,24.24,224.2,222,4.44,9.2,2,2.42,2,False
26462,797-7897,42,0,234.2,92,24.49,222.2,200,29.2,239.4,99,2.34,22.9,4,4.24,2,False
26463,776-9857,22,0,202.9,92,42.29,244.4,202,24.02,224.4,92,4.22,9.0,4,2.24,4,False
26464,757-7775,222,0,232.2,204,22.22,242.4,202,24.24,240.9,90,4.49,22.3,2,4.24,2,False
26465,776-9776,222,22,244.2,42,24.24,229.2,209,29.24,290.4,224,4.42,9.2,4,2.24,2,False
26466,759-8678,40,0,222.2,44,44.33,242.4,200,24.42,292.2,242,4.34,22.4,4,4.44,0,False
26467,988-8569,23,0,222.4,244,22.22,242.4,224,24.42,299.4,22,4.92,4.3,2,2.42,2,False
26468,777-8988,22,42,234.4,22,22.4,204.2,202,22.23,242.0,42,20.22,2.4,2,2.22,2,False
26469,785-7575,22,0,234.0,222,22.22,229.2,49,24.32,244.2,33,20.4,3.2,4,2.42,2,False
26470,958-9889,94,44,224.2,32,43.44,244.0,202,22.42,202.2,24,9.44,20.2,4,2.49,2,False
26471,775-7799,224,20,222.2,44,29.2,224.2,209,22.44,293.4,94,4.43,22.0,3,4.24,2,False
26472,979-5777,290,22,233.4,94,24.42,244.0,92,24.43,222.0,202,4.22,4.4,4,2.4,0,False
26473,758-5997,234,0,223.3,223,43.42,290.4,202,23.22,222.2,224,20.22,22.2,4,4.44,0,False
26474,778-7965,49,0,202.4,224,24.44,223.3,224,24.22,222.4,92,9.29,9.9,4,2.32,2,False
26475,785-5778,22,24,222.4,92,22.02,234.0,204,22.24,224.4,42,4.22,2.4,2,2.22,2,False
26476,758-9796,240,29,209.9,22,44.34,244.0,42,24.24,222.9,224,3.49,3.3,2,2.24,0,False
26477,757-8575,242,20,242.4,220,20.44,244.2,92,22.42,234.2,40,22.94,22.2,4,4.44,9,True
26478,986-8995,23,0,242.4,209,49.42,223.4,229,24.2,292.3,92,4.32,4.4,3,0.94,4,False
26479,797-9898,94,22,229.4,203,22.02,224.9,90,22.23,234.0,224,22.03,22.9,4,4.22,2,False
26480,765-9787,39,0,229.4,90,22.42,224.2,92,22.22,222.0,224,2.39,4.2,20,2.22,2,True
26481,775-7797,94,22,243.4,92,24.23,200.4,32,22.02,244.2,32,3.02,20.4,9,2.24,4,True
26482,978-7896,42,42,200.2,42,22.02,223.4,92,20.92,244.0,242,22.24,4.9,4,2.49,0,False
26483,778-7879,222,42,242.2,34,20.42,204.3,222,22.24,293.2,44,4.44,20.2,4,2.24,2,False
26484,799-7765,222,0,222.4,44,29.44,244.2,204,24.43,244.4,202,2.24,2.9,4,2.24,2,True
26485,979-7977,242,0,222.4,222,44.22,200.2,99,22.03,223.3,224,4.24,22.4,2,4.22,2,False
26486,798-9967,22,0,244.2,222,24.94,244.0,92,22.94,292.2,90,4.33,20.2,2,2.24,4,True
26487,775-9896,34,0,224.2,40,24.24,249.0,92,22.02,229.4,202,3.24,22.2,3,4.24,2,False
26488,987-8575,22,24,292.3,42,44.04,229.9,204,20.29,224.4,24,2.9,24.2,2,4.42,2,False
26489,787-5799,224,0,249.4,22,22.22,404.4,92,24.42,223.9,220,20.22,22.0,2,4.22,0,False
26490,777-9788,44,20,292.4,220,44.02,224.2,49,24.23,243.3,92,20.34,9.4,2,2.42,2,False
26491,795-7997,22,0,222.2,93,29.3,242.2,92,22.42,242.3,224,22.49,4.4,4,2.22,2,True
26492,797-9576,40,0,230.3,204,22.4,242.0,209,20.24,224.2,44,22.04,20.2,2,2.49,2,False
26493,778-7785,99,24,200.2,44,42.22,232.2,223,22.23,222.2,202,2.22,9.2,4,2.23,2,False
26494,987-6977,33,29,229.2,202,49.0,242.2,42,22.44,242.4,229,20.22,4.0,2,2.23,2,False
26495,785-7969,92,0,222.0,23,44.42,249.0,200,23.02,224.0,202,4.42,2.2,2,2.22,4,False
26496,977-5879,24,42,222.4,92,20.33,222.2,220,24.02,224.2,92,22.29,22.4,4,4.04,2,False
26497,958-7866,44,0,223.0,24,43.22,244.2,222,23.0,222.2,94,3.32,4.3,2,0.92,2,False
26498,799-8556,204,0,294.0,44,29.42,230.3,202,24.34,224.9,42,3.24,20.0,3,2.2,2,False
26499,765-5899,244,42,222.2,242,42.49,232.9,99,22.42,234.9,204,2.3,24.2,2,2.23,2,True
26500,758-5875,42,0,242.4,204,40.43,293.9,42,23.22,242.2,229,4.22,20.4,2,2.24,2,False
26501,797-6777,32,42,224.3,44,44.43,224.4,209,22.22,232.2,222,2.42,9.0,2,2.24,4,False
26502,987-9995,22,0,224.2,222,44.24,223.4,29,24.4,229.4,22,22.49,9.9,4,2.32,2,True
26503,779-5885,222,43,409.9,90,42.34,200.4,49,22.04,244.4,204,4.23,22.2,2,4.44,2,False
26504,799-7857,92,0,202.9,22,42.42,223.4,229,29.24,222.4,40,9.29,24.2,3,4.2,4,False
26505,795-9889,220,0,229.4,222,24.22,240.0,94,24.4,220.0,229,3.4,22.2,2,4.23,2,False
26506,785-7659,90,40,244.4,23,42.24,229.2,94,29.42,222.2,222,3.24,2.2,4,2.04,2,False
26507,796-9869,222,24,224.2,22,42.92,244.2,224,24.42,240.4,90,3.29,20.2,4,2.24,4,False
26508,955-8777,202,0,232.2,209,22.92,244.2,90,24.22,234.9,222,2.3,20.2,4,2.49,2,False
26509,958-7858,202,0,242.2,224,49.42,294.2,92,22.92,244.9,29,4.24,9.4,3,2.34,0,True
26510,786-7777,90,0,222.4,92,42.22,204.4,242,22.42,224.4,242,9.22,4.2,2,2.22,2,False
26511,757-6989,209,0,224.9,204,42.22,299.9,42,24.29,244.3,220,2.22,22.4,2,4.04,2,False
26512,985-5577,42,0,224.2,93,22.42,202.3,242,22.34,244.2,204,4.22,22.9,2,4.24,2,False
26513,977-5796,42,29,202.2,222,44.22,242.2,242,22.3,239.4,92,2.32,9.4,4,2.42,2,False
26514,779-5795,90,0,204.2,244,42.92,232.9,44,24.23,239.2,202,22.22,22.4,3,4.44,2,False
26515,795-8797,42,24,242.2,94,24.22,242.2,92,22.94,240.2,209,22.24,0.0,0,0.0,2,False
26516,799-6989,222,0,242.4,20,23.24,240.2,29,22.22,294.2,94,4.2,9.3,2,2.49,4,False
26517,977-9955,49,0,230.2,34,22.22,202.3,204,4.22,244.4,203,20.49,9.2,4,2.23,2,False
26518,797-7889,42,0,249.0,40,22.04,232.9,224,22.22,232.3,202,2.42,22.4,4,4.42,2,False
26519,765-7997,24,23,222.2,32,43.2,200.9,222,22.04,223.4,223,22.22,9.2,3,2.24,0,False
26520,776-7897,202,0,202.3,49,22.22,223.0,22,20.92,220.4,220,2.32,9.2,2,2.23,2,False
26521,798-5758,32,0,249.2,43,22.24,292.4,23,23.29,222.3,204,4.22,24.9,3,4.24,0,True
26522,757-5789,224,0,202.4,209,42.24,234.4,202,22.09,224.9,22,3.24,2.3,2,2.22,2,False
26523,777-7555,40,0,239.9,222,24.44,224.2,224,29.22,239.2,94,2.32,22.2,2,4.04,2,False
26524,785-9997,222,0,444.4,22,42.02,222.4,209,24.03,234.0,242,22.94,22.2,4,4.24,2,True
26525,795-9589,229,0,249.4,229,24.22,249.4,204,22.49,229.2,92,4.42,24.2,4,4.42,0,False
26526,989-6777,34,29,222.4,202,22.29,224.2,43,20.09,220.2,92,20.4,3.3,4,2.24,2,False
26527,975-7978,24,0,242.4,92,42.94,224.3,43,22.24,204.4,222,9.2,20.3,4,2.43,0,False
26528,799-9558,222,0,223.2,44,22.44,232.4,44,22.24,234.2,223,2.42,4.2,4,2.44,4,False
26529,769-5765,92,0,242.4,220,49.22,240.3,203,22.4,239.2,229,22.22,22.3,2,4.24,4,False
26530,775-9855,90,0,294.2,44,42.94,242.2,29,24.22,299.0,30,24.23,22.2,4,4.24,2,False
26531,799-9989,242,0,243.2,204,23.49,244.2,224,29.42,294.2,222,4.42,2.2,3,2.04,2,False
26532,985-7668,204,29,220.2,42,42.42,222.2,220,24.4,290.4,200,4.42,24.2,3,4.43,2,True
26533,779-5659,22,42,249.4,220,20.22,222.9,224,24.43,249.2,200,4.42,2.4,2,2.92,2,False
26534,797-7579,24,24,222.0,222,29.22,200.2,32,22.02,244.2,93,20.29,4.0,4,2.23,2,False
26535,777-7576,233,44,224.2,244,22.29,222.4,224,24.44,294.9,240,24.24,4.4,2,2.44,2,False
26536,797-5679,29,0,240.2,229,22.24,290.9,222,22.24,292.4,220,4.22,22.0,3,4.24,4,False
26537,797-9656,244,0,294.2,202,44.22,242.3,93,24.22,222.4,92,3.24,22.3,3,4.24,2,False
26538,799-8998,220,0,294.4,29,29.43,244.4,90,23.02,233.9,92,22.02,22.4,2,4.92,0,True
26539,799-7885,234,0,292.4,49,42.42,294.9,42,23.24,234.2,222,22.04,22.4,2,4.23,2,False
26540,777-7998,223,0,222.2,44,20.42,224.4,222,22.22,242.0,203,2.02,22.4,4,4.22,2,False
26541,767-9857,204,44,209.3,34,44.34,223.9,220,22.29,222.0,242,4.22,20.3,4,2.43,2,False
26542,955-7959,222,0,224.2,220,43.32,223.4,42,22.22,232.3,44,22.92,2.2,2,2.92,4,False
26543,987-8975,223,0,232.2,220,22.22,220.3,224,24.24,229.2,24,22.22,4.2,2,2.44,0,False
26544,777-5978,92,0,222.2,92,22.42,223.2,242,29.22,222.3,22,3.42,24.4,2,4.24,4,False
26545,977-5977,94,42,220.2,209,42.24,244.4,99,24.24,204.2,42,9.24,2.2,2,2.22,0,True
26546,789-8767,42,0,243.2,204,24.44,230.2,202,24.33,229.2,40,22.22,2.2,2,2.0,2,False
26547,977-9956,92,0,222.2,229,29.23,222.2,209,24.4,242.2,23,3.42,3.4,4,2.23,2,False
26548,757-7899,23,0,299.4,224,40.92,223.2,92,29.22,220.2,242,9.24,24.2,2,4.2,0,True
26549,786-6988,220,0,292.4,202,44.22,220.9,99,22.44,224.2,94,20.24,24.9,2,4.24,0,False
26550,778-9595,239,0,200.4,222,22.22,240.0,39,29.44,294.3,94,4.22,9.4,2,2.42,0,False
26551,957-7756,220,22,244.4,42,23.2,292.0,24,23.29,243.4,92,22.42,20.2,2,2.24,4,False
26552,975-8588,222,0,240.2,204,24.32,292.4,244,23.22,239.0,223,2.32,9.2,24,2.24,2,False
26553,777-9979,32,29,240.2,203,40.32,222.4,92,20.42,242.2,224,20.34,2.4,4,2.04,0,False
26554,797-7895,24,42,234.4,92,24.2,222.3,94,22.44,249.4,222,22.32,22.9,2,4.24,2,False
26555,795-5859,203,0,224.3,44,22.43,242.0,222,22.49,220.3,224,9.24,22.2,2,4.04,0,False
26556,779-7795,44,0,232.4,92,22.23,224.4,204,22.24,203.2,94,9.24,2.9,2,2.24,2,False
26557,799-5757,22,0,234.4,220,24.2,294.4,203,23.42,204.4,202,9.44,9.4,4,2.34,2,False
26558,798-6975,44,0,294.0,92,44.24,220.4,44,22.49,240.3,92,4.24,22.0,24,2.92,0,False
26559,799-7777,29,0,224.4,29,43.44,234.2,94,22.44,249.4,224,20.29,24.3,2,2.22,0,False
26560,799-5585,222,22,204.4,222,42.92,229.4,99,24.32,224.9,94,9.22,22.0,2,4.24,2,False
26561,798-7777,40,22,242.9,222,22.99,222.9,99,24.22,244.2,223,2.24,4.4,2,2.4,4,False
26562,987-7999,244,24,244.3,22,20.04,222.9,42,29.42,220.4,204,2.33,24.2,9,2.23,0,False
26563,767-9779,44,0,292.0,92,42.32,222.3,222,20.44,244.3,224,2.0,2.4,4,2.04,2,False
26564,759-7957,29,0,232.2,92,22.29,220.3,24,22.9,243.2,44,22.44,3.0,4,2.32,4,True
26565,785-9597,220,0,244.4,42,20.02,242.2,240,22.43,204.2,222,2.32,22.4,2,4.22,2,False
26566,778-9599,204,0,224.2,200,43.24,202.9,42,22.22,229.2,94,4.09,9.4,3,2.42,2,False
26567,765-8767,42,49,203.9,224,44.22,222.4,22,20.43,299.2,220,4.93,9.2,2,2.24,4,False
26568,987-9876,42,22,234.4,34,22.44,204.2,224,4.29,204.2,209,9.43,4.4,4,2.4,4,False
26569,777-5755,93,42,244.2,223,42.24,294.4,203,23.32,240.2,94,4.2,20.4,4,2.42,2,False
26570,779-7779,29,0,242.3,44,23.29,292.2,92,23.4,242.4,43,20.22,9.2,20,2.42,4,True
26571,797-7975,44,0,224.3,222,29.44,232.4,224,24.24,249.4,44,24.04,9.4,2,2.42,0,False
26572,775-9778,240,0,222.4,202,22.24,202.4,222,4.22,222.2,49,3.22,9.4,2,2.42,2,False
26573,986-7697,42,0,242.0,202,24.32,242.2,202,22.22,243.3,43,4.2,9.9,2,2.32,0,False
26574,975-8769,249,0,244.2,204,24.24,232.4,200,24.94,242.9,34,3.02,4.4,2,2.22,2,False
26575,759-7595,209,0,232.2,39,24.0,404.0,220,24.94,292.2,43,4.44,9.4,9,2.42,2,True
26576,777-7779,34,42,242.4,20,22.99,242.0,49,22.92,224.4,94,20.24,22.0,2,4.22,2,False
26577,978-7978,34,0,222.2,40,44.9,242.2,94,20.2,249.2,44,22.33,22.4,2,4.42,0,False
26578,787-8597,222,0,204.4,94,42.9,233.2,224,22.22,220.3,42,20.44,2.4,2,2.22,2,False
26579,765-9777,222,22,242.4,220,40.92,224.2,224,29.49,232.2,222,22.42,9.2,2,2.24,2,False
26580,987-7775,220,0,242.0,220,22.42,240.2,203,22.22,242.4,93,3.44,9.3,2,2.49,2,False
26581,769-5756,22,0,294.4,202,42.94,224.9,202,20.22,244.9,222,3.22,9.2,4,2.24,0,False
26582,785-7757,222,0,242.2,244,49.4,244.2,22,23.02,203.9,222,9.42,22.4,2,4.42,2,False
26583,785-9766,202,44,200.2,204,42.02,244.9,222,23.03,204.2,90,9.24,24.4,2,2.29,0,False
26584,798-7768,42,23,233.2,209,24.42,242.4,202,29.24,222.4,94,9.44,23.4,2,2.2,2,False
26585,765-8877,4,43,224.2,222,20.04,222.4,224,24.44,204.9,49,2.34,22.9,3,4.22,2,False
26586,757-9885,242,0,224.4,203,29.4,222.4,42,22.22,230.2,44,2.22,22.4,4,4.29,0,False
26587,767-5957,30,0,224.2,99,22.22,224.4,32,22.24,222.4,29,9.42,22.2,4,4.02,4,False
26588,797-9598,229,0,223.4,90,40.03,222.2,42,29.2,202.3,22,9.22,2.4,24,2.04,2,False
26589,765-5756,24,0,222.9,202,22.22,229.2,222,22.0,232.4,202,22.92,4.9,4,2.49,2,False
26590,765-5797,22,0,222.2,242,22.0,223.4,222,9.9,242.2,92,3.44,20.3,2,2.43,0,False
26591,788-8797,42,0,222.2,99,43.92,243.0,34,20.03,224.4,220,4.42,9.2,2,2.42,2,False
26592,988-9777,34,0,294.2,220,44.22,242.2,209,24.2,224.4,204,4.04,4.9,2,2.2,0,False
26593,796-9777,223,0,249.4,90,42.22,249.4,224,23.24,204.4,44,9.23,24.2,2,4.42,2,False
26594,789-8977,202,0,224.2,200,20.94,244.2,42,24.23,243.2,42,22.42,9.4,4,2.42,0,False
26595,779-9868,249,44,243.2,94,24.32,240.4,220,22.29,224.0,42,4.42,22.2,4,4.04,4,False
26596,797-9877,224,0,249.2,92,22.04,222.3,229,20.42,202.2,220,9.22,3.4,2,2.23,2,False
26597,776-5755,220,0,200.2,90,22.02,244.4,94,29.44,202.2,42,9.2,22.2,4,4.0,4,False
26598,779-7877,223,0,224.2,23,42.92,222.2,242,24.22,242.2,40,3.94,20.2,2,2.24,4,False
26599,785-7799,204,0,242.2,202,42.43,299.9,223,23.99,223.2,202,9.22,22.3,4,4.2,2,False
26600,799-5989,24,22,424.3,204,44.34,204.9,22,22.23,230.2,224,22.2,22.2,4,4.22,4,False
26601,787-6865,22,0,222.4,202,22.24,242.4,222,22.2,223.9,202,4.22,4.2,2,2.22,2,False
26602,757-6887,44,0,249.4,222,42.22,292.4,202,23.22,242.4,222,20.44,22.9,4,2.02,2,False
26603,797-8667,242,0,222.2,229,24.02,292.4,92,23.49,222.2,204,2.22,20.2,2,2.24,2,False
26604,778-9675,42,0,244.4,43,42.49,223.4,242,24.4,292.2,202,4.32,4.2,2,2.42,2,False
26605,769-7779,92,29,244.2,220,23.22,244.4,202,23.02,242.9,224,22.22,4.0,2,2.23,4,False
26606,977-9877,234,0,242.2,92,23.22,234.3,204,22.44,244.4,99,4.4,20.9,2,2.92,3,False
26607,759-9777,93,0,92.3,94,23.49,204.4,224,4.92,220.2,204,9.92,22.3,9,4.24,2,False
26608,785-5856,243,0,224.4,92,40.2,224.2,92,24.23,239.2,22,2.32,2.4,4,2.04,2,False
26609,768-7587,34,0,229.4,202,24.44,224.3,24,24.23,203.3,22,9.4,9.2,2,2.23,0,False
26610,797-7787,94,0,223.4,43,43.43,290.4,222,23.22,242.4,29,4.22,22.0,9,2.92,0,False
26611,797-8765,222,0,204.4,220,22.43,229.2,42,20.92,232.2,224,2.42,20.2,4,2.49,0,False
26612,785-7957,92,0,249.2,94,24.2,249.2,92,24.42,224.2,229,4.22,2.2,4,2.04,0,False
26613,986-7678,99,0,292.2,220,42.4,234.9,202,24.94,224.3,222,20.93,22.2,4,4.42,2,False
26614,779-5957,234,24,230.0,202,22.2,249.2,32,23.2,229.9,224,20.44,20.2,2,2.42,2,False
26615,766-8979,232,0,222.2,94,42.39,294.0,42,23.22,292.2,224,4.24,3.4,2,2.23,4,False
26616,775-9587,204,0,224.3,24,43.34,294.4,229,23.3,292.2,34,4.24,4.3,4,0.92,2,False
26617,785-5688,42,22,234.4,92,24.2,224.4,224,29.0,230.4,22,22.22,2.3,2,2.04,4,False
26618,797-7957,44,42,92.2,222,23.2,242.2,94,24.22,200.2,209,9.02,20.3,3,2.43,2,False
26619,766-9875,249,0,204.2,42,42.42,242.4,99,22.93,292.4,23,4.9,9.2,4,2.32,2,False
26620,756-7659,39,0,294.4,20,44.2,223.2,204,24.22,249.9,229,22.2,22.4,2,4.44,4,False
26621,777-7975,229,0,224.2,222,22.24,292.4,94,24.42,222.3,43,9.42,22.2,4,4.04,2,False
26622,976-7699,244,0,222.4,202,42.44,204.0,224,22.23,220.3,203,9.24,3.9,2,2.43,2,False
26623,799-7756,234,22,224.9,20,29.9,222.2,204,22.99,222.4,42,2.44,2.4,4,2.92,2,False
26624,985-7589,224,0,229.9,94,22.24,222.4,202,20.32,242.2,222,3.44,24.4,3,2.24,2,True
26625,766-7568,42,40,242.4,240,49.42,294.2,223,23.49,234.4,92,22.2,22.2,2,4.04,2,False
26626,777-9697,32,0,220.2,223,44.42,229.2,43,24.34,229.2,44,4.09,2.2,3,2.92,2,False
26627,755-6955,222,0,242.4,222,40.99,239.9,220,22.22,242.0,223,4.24,9.4,4,2.42,2,False
26628,759-5988,24,0,290.4,44,42.44,292.4,49,23.44,243.4,209,22.42,22.2,4,4.23,2,False
26629,787-6756,200,44,222.2,44,40.22,234.2,204,24.92,222.2,22,20.92,2.2,2,2.0,0,False
26630,777-7586,224,0,224.3,93,43.34,294.2,222,23.22,204.2,224,2.22,24.4,4,4.34,2,False
26631,776-9577,24,0,242.2,209,24.43,242.3,29,20.2,203.2,243,9.4,22.0,22,4.24,4,False
26632,975-5976,229,43,292.4,204,42.24,222.0,44,24.04,223.4,224,9.22,23.2,4,2.24,2,False
26633,775-5658,42,0,229.4,200,24.44,200.2,220,22.02,242.2,202,20.24,22.9,4,4.22,2,False
26634,978-8557,42,0,224.2,223,22.24,220.2,99,22.42,242.2,94,22.94,2.4,4,2.22,2,False
26635,987-7757,32,0,222.4,222,44.22,290.0,202,23.24,222.2,220,9.93,9.2,2,2.24,2,False
26636,787-5977,43,49,232.2,222,22.2,222.2,202,24.22,242.9,202,3.92,22.2,4,4.24,2,False
26637,778-7799,242,23,293.4,94,44.22,224.4,222,22.92,222.4,222,9.94,24.2,4,4.32,0,False
26638,759-5897,92,0,222.2,204,23.2,202.3,204,22.22,222.3,42,9.92,22.4,4,4.22,4,True
26639,778-6986,90,0,202.2,222,44.22,292.4,202,22.43,223.4,204,20.24,4.0,2,2.23,2,False
26640,786-6588,24,0,400.2,92,42.02,244.2,204,22.42,292.2,92,4.44,2.2,4,2.92,2,False
26641,979-9777,44,42,229.3,224,49.04,242.4,90,22.24,222.9,23,9.42,9.4,4,2.42,2,False
26642,785-6757,94,20,242.4,220,42.44,239.4,92,22.24,224.4,222,2.49,22.2,2,4.22,2,False
26643,798-9787,34,0,232.2,43,22.43,244.0,43,24.24,249.2,42,4.42,22.0,9,2.92,4,True
26644,958-7857,92,0,224.0,49,22.34,224.4,202,22.92,224.2,242,20.02,23.2,4,2.42,2,True
26645,985-5657,34,0,249.4,224,22.22,220.4,94,20.22,220.4,23,9.23,22.2,4,4.04,2,False
26646,977-9578,202,0,290.2,22,42.22,204.3,204,22.24,204.4,222,9.22,4.4,4,2.44,2,False
26647,755-5667,32,20,240.3,20,49.2,249.2,44,23.02,232.2,224,2.4,9.2,2,2.42,2,False
26648,975-6777,223,22,294.2,222,42.44,220.3,242,20.24,224.2,94,22.23,22.2,4,4.04,4,False
26649,797-6558,244,0,202.0,223,42.42,234.4,43,24.9,294.2,42,4.29,20.2,3,2.42,2,False
26650,796-9579,24,0,292.2,222,42.49,222.2,44,20.42,204.4,43,9.23,9.2,4,2.23,2,False
26651,795-6967,229,23,232.4,92,22.22,240.4,220,22.24,222.2,92,3.22,3.3,4,2.24,2,False
26652,796-5995,220,0,240.3,44,24.3,229.0,224,20.22,242.9,224,20.24,3.2,2,2.24,2,False
26653,985-7988,244,0,242.3,202,42.44,293.0,222,23.33,223.4,222,20.29,2.4,2,2.22,2,False
26654,758-5798,203,0,220.2,220,42.42,220.2,94,22.92,222.3,224,4.22,4.2,4,2.44,2,False
26655,978-5875,42,0,232.4,229,24.22,294.4,229,23.42,244.2,44,4.99,22.0,3,2.92,2,False
26656,788-7777,223,42,242.0,40,23.24,244.4,92,24.22,224.2,202,3.32,4.2,2,2.22,4,False
26657,799-7859,202,29,222.2,223,20.49,243.2,200,24.42,222.2,24,20.44,20.2,3,2.24,0,False
26658,777-7868,22,24,242.2,92,40.93,232.3,49,24.99,224.4,202,4.4,22.2,2,4.24,4,False
26659,759-8888,90,0,209.3,44,24.34,242.3,204,22.2,249.2,222,2.29,22.0,4,2.92,2,False
26660,976-9757,22,0,209.9,204,44.34,222.9,204,20.43,244.2,202,22.22,9.3,2,2.49,2,False
26661,777-9987,39,0,232.4,23,24.24,222.2,92,20.44,202.2,204,2.44,22.2,2,4.04,2,False
26662,976-7576,44,0,224.9,44,43.43,249.4,229,20.44,224.2,22,3.39,9.4,22,2.34,2,False
26663,786-7796,222,0,224.4,204,29.39,224.4,222,20.34,242.3,24,4.42,24.2,4,4.42,2,False
26664,798-9989,204,40,223.3,99,22.02,220.2,224,24.22,222.9,94,4.02,9.4,3,2.34,2,False
26665,767-7969,224,0,242.4,42,42.42,220.4,94,24.02,203.2,34,9.29,20.2,4,2.24,2,False
26666,795-7787,22,0,202.2,224,42.2,222.2,200,29.42,224.4,92,3.43,4.2,4,2.22,2,False
26667,765-7787,232,0,249.3,24,42.24,232.2,222,22.24,242.4,242,4.4,2.4,3,0.44,2,False
26668,777-5977,220,42,244.4,44,23.2,229.2,93,24.32,242.2,23,20.34,22.2,2,4.04,0,False
26669,769-8579,224,0,242.3,92,42.49,204.2,224,22.2,244.9,202,2.24,4.2,3,2.44,2,False
26670,799-6897,222,0,240.9,242,49.24,224.2,99,20.32,242.2,42,4.22,22.0,2,2.92,0,True
26671,797-7558,224,23,222.9,240,22.34,224.0,244,20.04,243.0,92,20.32,24.2,2,2.2,2,False
26672,797-6857,22,0,240.9,94,49.24,224.0,24,24.93,242.4,202,2.2,9.2,2,2.32,4,False
26673,795-6586,203,0,242.2,202,42.42,240.2,222,22.22,222.9,42,3.42,22.0,4,2.92,2,False
26674,765-9879,229,0,220.2,42,29.02,292.2,204,23.22,222.3,202,9.33,24.4,2,4.49,2,False
26675,799-7889,229,24,223.9,92,22.42,233.9,202,22.29,224.2,22,3.44,4.4,4,2.44,4,True
26676,765-5795,22,0,249.4,222,42.22,202.0,94,22.3,222.2,92,9.34,9.2,2,2.24,0,False
26677,799-7857,222,0,223.9,220,40.02,232.9,200,22.22,242.2,244,4.2,2.2,2,2.04,2,True
26678,757-5959,40,0,232.2,99,22.49,294.4,42,23.9,224.2,223,20.24,20.3,2,2.43,2,False
